index	EXP_ID	GROUP_ID	INDIVIDUAL_ID	COMPOUND_NAME	SINGLE_REPEAT_TYPE	SACRIFICE_PERIOD	DOSE	DOSE_UNIT	DOSE_LEVEL	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
17232	542	13	1	chlormadinone	Single	3 hr	2000	mg/kg	High	1424.0	89.0	46.0	149.0	0.02	0.0	162.0	16.0	0.2	142.0	4.2	105.0	11.1	9.3	5.5	2.9	1.1	80.0	45.0	138.0	1.0
17237	542	14	1	chlormadinone	Single	6 hr	2000	mg/kg	High	1223.0	75.0	29.0	131.0	0.03	0.0	174.0	12.0	0.1	140.0	4.8	107.0	10.5	9.9	5.6	3.1	1.2	87.0	44.0	177.0	2.0
17242	542	15	1	chlormadinone	Single	9 hr	2000	mg/kg	High	1703.0	67.0	51.0	140.0	0.03	0.0	173.0	13.0	0.2	140.0	4.3	107.0	10.3	9.2	5.6	3.2	1.3	73.0	40.0	113.0	1.0
17247	542	16	1	chlormadinone	Single	24 hr	2000	mg/kg	High	1926.0	91.0	230.0	199.0	0.0	0.0	197.0	15.0	0.2	140.0	4.8	106.0	11.5	7.9	5.9	3.2	1.2	77.0	55.0	190.0	1.0
17252	543	1	1	chlormadinone	Repeat	4 day	0	mg/kg	Control	1703.0	80.0	201.0	173.0	0.0	0.0	203.0	17.0	0.2	141.0	3.7	103.0	10.6	7.1	5.3	3.0	1.2	102.0	38.0	630.0	1.0
17257	543	2	1	chlormadinone	Repeat	8 day	0	mg/kg	Control	1413.0	72.0	149.0	150.0	0.01	0.0	206.0	17.0	0.2	142.0	4.0	106.0	10.7	7.3	5.8	3.3	1.3	58.0	31.0	152.0	2.0
17262	543	3	1	chlormadinone	Repeat	15 day	0	mg/kg	Control	1403.0	60.0	108.0	130.0	0.02	0.0	190.0	18.0	0.2	143.0	3.8	107.0	10.5	6.9	5.6	3.1	1.3	63.0	37.0	143.0	2.0
17267	543	4	1	chlormadinone	Repeat	29 day	0	mg/kg	Control	816.0	61.0	79.0	126.0	0.01	0.0	190.0	22.0	0.2	142.0	4.3	103.0	10.8	7.1	6.4	3.2	1.0	78.0	50.0	275.0	2.0
17272	543	5	1	chlormadinone	Repeat	4 day	100	mg/kg	Low	1332.0	83.0	170.0	171.0	0.0	0.0	202.0	15.0	0.2	141.0	4.3	105.0	10.7	7.4	5.5	3.1	1.3	66.0	54.0	159.0	2.0
17277	543	6	1	chlormadinone	Repeat	8 day	100	mg/kg	Low	1716.0	74.0	292.0	188.0	0.0	0.0	175.0	16.0	0.2	139.0	4.7	106.0	10.8	6.8	5.6	3.1	1.2	74.0	39.0	137.0	2.0
17282	543	7	1	chlormadinone	Repeat	15 day	100	mg/kg	Low	1366.0	64.0	118.0	134.0	0.01	0.0	175.0	16.0	0.2	143.0	3.8	109.0	10.3	6.5	5.5	3.1	1.3	65.0	37.0	119.0	2.0
17287	543	8	1	chlormadinone	Repeat	29 day	100	mg/kg	Low	1459.0	98.0	280.0	202.0	0.01	0.0	160.0	19.0	0.2	140.0	4.6	103.0	10.7	6.8	6.2	3.3	1.1	70.0	49.0	135.0	2.0
17292	543	9	1	chlormadinone	Repeat	4 day	300	mg/kg	Middle	1526.0	69.0	328.0	188.0	0.0	0.0	185.0	17.0	0.2	142.0	5.1	108.0	11.0	6.5	5.6	3.1	1.2	74.0	43.0	307.0	1.0
17297	543	10	1	chlormadinone	Repeat	8 day	300	mg/kg	Middle	1646.0	84.0	300.0	187.0	0.0	0.0	190.0	17.0	0.2	140.0	4.8	109.0	10.6	7.3	5.7	3.1	1.2	76.0	52.0	221.0	2.0
17302	543	11	1	chlormadinone	Repeat	15 day	300	mg/kg	Middle	1038.0	72.0	197.0	152.0	0.0	0.0	190.0	17.0	0.2	142.0	4.4	107.0	10.2	7.0	5.8	3.1	1.2	56.0	28.0	171.0	2.0
17307	543	12	1	chlormadinone	Repeat	29 day	300	mg/kg	Middle	1061.0	91.0	175.0	178.0	0.01	0.0	196.0	21.0	0.3	142.0	4.4	106.0	10.8	6.4	6.4	3.5	1.2	59.0	43.0	174.0	3.0
17312	543	13	1	chlormadinone	Repeat	4 day	1000	mg/kg	High	1461.0	78.0	237.0	188.0	0.0	0.0	204.0	15.0	0.2	140.0	5.0	106.0	11.0	7.8	6.0	3.2	1.2	74.0	57.0	200.0	2.0
17317	543	14	1	chlormadinone	Repeat	8 day	1000	mg/kg	High	1394.0	85.0	138.0	159.0	0.0	0.0	176.0	19.0	0.2	139.0	4.9	106.0	10.6	8.5	5.7	3.3	1.4	64.0	38.0	177.0	2.0
17322	543	15	1	chlormadinone	Repeat	15 day	1000	mg/kg	High	1063.0	103.0	156.0	200.0	0.0	0.0	184.0	19.0	0.2	142.0	4.5	108.0	10.9	7.7	6.2	3.4	1.2	63.0	41.0	125.0	2.0
17327	543	16	1	chlormadinone	Repeat	29 day	1000	mg/kg	High	1298.0	123.0	174.0	225.0	0.0	0.0	192.0	16.0	0.1	142.0	3.8	104.0	11.2	6.1	6.9	3.5	1.0	58.0	54.0	95.0	3.0
17332	544	1	1	danazol	Single	3 hr	0	mg/kg	Control	1926.0	62.0	87.0	125.0	0.01	0.0	193.0	11.0	0.1	143.0	3.7	108.0	10.6	8.0	5.3	3.0	1.3	73.0	37.0	217.0	2.0
17337	544	2	1	danazol	Single	6 hr	0	mg/kg	Control	1186.0	66.0	17.0	102.0	0.02	0.0	189.0	7.0	0.1	140.0	4.0	106.0	10.1	8.9	5.3	3.0	1.4	68.0	37.0	154.0	1.0
17342	544	3	1	danazol	Single	9 hr	0	mg/kg	Control	1253.0	64.0	43.0	118.0	0.01	0.0	214.0	12.0	0.1	141.0	3.8	103.0	10.1	10.6	5.2	2.7	1.1	68.0	33.0	220.0	1.0
17347	544	4	1	danazol	Single	24 hr	0	mg/kg	Control	2024.0	65.0	125.0	131.0	0.0	0.0	202.0	19.0	0.2	141.0	4.0	107.0	10.8	7.5	5.3	2.9	1.2	81.0	46.0	154.0	2.0
17352	544	5	1	danazol	Single	3 hr	300	mg/kg	Low	1258.0	57.0	75.0	116.0	0.01	0.0	164.0	14.0	0.1	142.0	4.5	106.0	10.8	9.1	5.2	2.7	1.1	94.0	50.0	138.0	2.0
17357	544	6	1	danazol	Single	6 hr	300	mg/kg	Low	1200.0	57.0	33.0	114.0	0.03	0.01	194.0	10.0	0.2	143.0	3.9	108.0	10.4	9.1	5.2	2.9	1.2	68.0	31.0	139.0	2.0
17362	544	7	1	danazol	Single	9 hr	300	mg/kg	Low	1149.0	61.0	55.0	124.0	0.02	0.0	201.0	9.0	0.1	142.0	4.2	107.0	10.8	9.7	5.4	2.9	1.2	67.0	37.0	132.0	2.0
17367	544	8	1	danazol	Single	24 hr	300	mg/kg	Low	1850.0	49.0	195.0	129.0	0.0	0.0	195.0	19.0	0.1	140.0	4.3	107.0	10.9	7.7	5.5	3.1	1.3	70.0	44.0	144.0	3.0
17372	544	9	1	danazol	Single	3 hr	1000	mg/kg	Middle	1249.0	66.0	87.0	132.0	0.02	0.0	179.0	12.0	0.2	143.0	3.9	107.0	10.8	7.6	5.5	3.1	1.3	77.0	39.0	120.0	2.0
17377	544	10	1	danazol	Single	6 hr	1000	mg/kg	Middle	969.0	50.0	111.0	126.0	0.03	0.0	174.0	9.0	0.1	141.0	4.3	106.0	11.0	9.4	5.6	3.2	1.3	69.0	29.0	131.0	1.0
17382	544	11	1	danazol	Single	9 hr	1000	mg/kg	Middle	1464.0	58.0	47.0	111.0	0.03	0.0	190.0	9.0	0.1	142.0	4.1	108.0	10.6	9.5	5.6	3.1	1.3	65.0	30.0	111.0	2.0
17387	544	12	1	danazol	Single	24 hr	1000	mg/kg	Middle	1880.0	59.0	266.0	150.0	0.0	0.0	173.0	14.0	0.1	143.0	4.8	108.0	11.1	6.5	5.8	3.3	1.3	74.0	45.0	184.0	1.0
17392	544	13	1	danazol	Single	3 hr	2000	mg/kg	High	1709.0	66.0	71.0	127.0	0.02	0.0	171.0	13.0	0.2	141.0	4.4	106.0	11.1	9.3	5.3	3.1	1.4	71.0	38.0	103.0	2.0
17397	544	14	1	danazol	Single	6 hr	2000	mg/kg	High	1482.0	47.0	99.0	114.0	0.02	0.0	186.0	14.0	0.2	142.0	4.3	108.0	10.5	8.3	5.4	3.0	1.3	67.0	41.0	145.0	1.0
17402	544	15	1	danazol	Single	9 hr	2000	mg/kg	High	1293.0	42.0	33.0	80.0	0.04	0.01	177.0	8.0	0.1	141.0	4.4	106.0	10.6	9.1	5.1	2.9	1.3	75.0	29.0	111.0	1.0
17407	544	16	1	danazol	Single	24 hr	2000	mg/kg	High	1718.0	52.0	332.0	137.0	0.0	0.0	189.0	10.0	0.2	143.0	4.0	110.0	10.7	6.3	5.5	3.0	1.2	92.0	48.0	273.0	1.0
17412	545	1	1	danazol	Repeat	4 day	0	mg/kg	Control	1444.0	82.0	131.0	154.0	0.0	0.0	205.0	20.0	0.2	142.0	4.1	104.0	11.3	7.5	5.7	3.2	1.2	63.0	40.0	234.0	1.0
17417	545	2	1	danazol	Repeat	8 day	0	mg/kg	Control	2412.0	67.0	150.0	144.0	0.01	0.0	189.0	21.0	0.2	142.0	4.7	108.0	10.4	7.2	5.4	3.0	1.3	69.0	41.0	195.0	1.0
17422	545	3	1	danazol	Repeat	15 day	0	mg/kg	Control	1783.0	86.0	150.0	180.0	0.0	0.0	203.0	19.0	0.2	141.0	4.4	103.0	10.9	8.3	6.0	3.2	1.1	54.0	34.0	165.0	2.0
17427	545	4	1	danazol	Repeat	29 day	0	mg/kg	Control	1912.0	81.0	162.0	167.0	0.0	0.0	206.0	20.0	0.1	141.0	3.8	105.0	10.8	6.6	5.9	2.9	1.0	52.0	35.0	115.0	4.0
17432	545	5	1	danazol	Repeat	4 day	100	mg/kg	Low	1389.0	53.0	170.0	129.0	0.0	0.0	191.0	17.0	0.2	144.0	4.2	107.0	10.8	7.7	5.7	3.2	1.3	61.0	37.0	127.0	1.0
17437	545	6	1	danazol	Repeat	8 day	100	mg/kg	Low	1419.0	53.0	129.0	128.0	0.01	0.0	187.0	17.0	0.2	144.0	4.3	105.0	10.8	6.3	5.5	2.9	1.1	71.0	44.0	174.0	2.0
17442	545	7	1	danazol	Repeat	15 day	100	mg/kg	Low	1713.0	60.0	136.0	147.0	0.0	0.0	191.0	16.0	0.2	144.0	3.4	105.0	11.1	6.8	6.0	3.1	1.1	60.0	47.0	145.0	2.0
17447	545	8	1	danazol	Repeat	29 day	100	mg/kg	Low	1531.0	52.0	321.0	134.0	0.0	0.0	172.0	15.0	0.2	143.0	3.7	107.0	10.4	5.6	6.0	3.1	1.1	52.0	34.0	132.0	3.0
17452	545	9	1	danazol	Repeat	4 day	300	mg/kg	Middle	1589.0	60.0	213.0	150.0	0.0	0.0	184.0	16.0	0.2	142.0	4.3	106.0	10.9	8.1	5.9	3.3	1.3	69.0	45.0	163.0	2.0
17457	545	10	1	danazol	Repeat	8 day	300	mg/kg	Middle	1179.0	54.0	136.0	135.0	0.01	0.0	170.0	17.0	0.2	142.0	4.4	107.0	10.5	6.1	5.7	3.2	1.3	66.0	47.0	149.0	2.0
17462	545	11	1	danazol	Repeat	15 day	300	mg/kg	Middle	1571.0	39.0	253.0	132.0	0.0	0.0	175.0	15.0	0.2	141.0	4.4	108.0	10.4	7.2	5.7	3.1	1.2	63.0	41.0	142.0	3.0
17467	545	12	1	danazol	Repeat	29 day	300	mg/kg	Middle	1149.0	49.0	437.0	178.0	0.0	0.0	184.0	16.0	0.2	142.0	4.1	105.0	10.5	5.4	6.3	3.1	1.0	60.0	30.0	150.0	3.0
17472	545	13	1	danazol	Repeat	4 day	1000	mg/kg	High	1953.0	52.0	207.0	129.0	0.0	0.0	172.0	18.0	0.2	141.0	4.4	106.0	11.2	8.2	5.9	3.0	1.0	64.0	46.0	133.0	2.0
17477	545	14	1	danazol	Repeat	8 day	1000	mg/kg	High	1723.0	49.0	256.0	137.0	0.0	0.0	177.0	14.0	0.2	144.0	4.0	105.0	11.0	6.9	5.9	3.2	1.2	60.0	35.0	136.0	2.0
17482	545	15	1	danazol	Repeat	15 day	1000	mg/kg	High	1769.0	38.0	270.0	117.0	0.0	0.0	181.0	17.0	0.1	142.0	4.3	106.0	10.9	7.4	6.1	3.0	1.0	55.0	38.0	115.0	2.0
17487	545	16	1	danazol	Repeat	29 day	1000	mg/kg	High	1163.0	42.0	344.0	140.0	0.0	0.0	179.0	18.0	0.2	142.0	4.1	101.0	11.1	6.4	6.6	3.1	0.9	62.0	50.0	114.0	4.0
17492	550	1	1	bendazac	Single	3 hr	0	mg/kg	Control	1185.0	93.0	70.0	158.0	0.32	0.01	204.0	16.0	0.5	139.0	4.6	102.0	10.5	8.7	5.4	3.7	2.2	61.0	40.0	112.0	1.0
17497	550	2	1	bendazac	Single	6 hr	0	mg/kg	Control	733.0	68.0	50.0	121.0	0.36	0.06	193.0	10.0	0.5	141.0	4.8	107.0	10.4	9.2	5.1	3.6	2.4	57.0	31.0	80.0	1.0
17502	550	3	1	bendazac	Single	9 hr	0	mg/kg	Control	555.0	78.0	73.0	147.0	0.34	0.01	220.0	14.0	0.6	146.0	5.0	107.0	10.9	10.3	5.8	3.8	1.9	62.0	27.0	107.0	1.0
17507	550	4	1	bendazac	Single	24 hr	0	mg/kg	Control	1311.0	65.0	81.0	120.0	0.38	0.03	206.0	17.0	0.5	138.0	5.0	104.0	10.5	6.8	5.4	3.7	2.2	65.0	38.0	89.0	1.0
17512	550	5	1	bendazac	Single	3 hr	100	mg/kg	Low	1288.0	70.0	28.0	111.0	1.52	0.01	213.0	12.0	0.5	139.0	4.7	102.0	10.3	8.8	5.3	3.6	2.1	66.0	37.0	103.0	1.0
17517	550	6	1	bendazac	Single	6 hr	100	mg/kg	Low	1343.0	69.0	30.0	120.0	1.19	0.09	180.0	16.0	0.6	140.0	5.0	103.0	11.0	10.4	5.3	3.7	2.3	59.0	37.0	91.0	3.0
17522	550	7	1	bendazac	Single	9 hr	100	mg/kg	Low	1533.0	73.0	42.0	125.0	0.91	0.01	192.0	10.0	0.6	142.0	4.7	105.0	10.5	9.4	5.7	3.7	1.9	52.0	27.0	86.0	0.0
17527	550	8	1	bendazac	Single	24 hr	100	mg/kg	Low	1066.0	58.0	84.0	125.0	0.45	0.02	221.0	18.0	0.6	141.0	4.5	105.0	11.2	6.4	5.5	3.6	1.9	72.0	36.0	103.0	1.0
17532	550	9	1	bendazac	Single	3 hr	300	mg/kg	Middle	1645.0	75.0	44.0	126.0	1.32	0.0	207.0	13.0	0.6	139.0	4.9	100.0	10.7	10.1	5.5	3.7	2.1	70.0	45.0	87.0	1.0
17537	550	10	1	bendazac	Single	6 hr	300	mg/kg	Middle	1592.0	68.0	20.0	114.0	1.35	0.09	188.0	9.0	0.6	142.0	4.5	102.0	10.6	9.9	5.4	3.7	2.2	54.0	23.0	83.0	1.0
17542	550	11	1	bendazac	Single	9 hr	300	mg/kg	Middle	1358.0	65.0	73.0	123.0	1.33	0.01	182.0	11.0	0.7	143.0	4.9	105.0	10.4	9.8	5.5	3.7	2.1	67.0	33.0	78.0	0.0
17547	550	12	1	bendazac	Single	24 hr	300	mg/kg	Middle	1600.0	63.0	150.0	127.0	1.19	0.01	188.0	21.0	0.6	138.0	4.7	104.0	10.8	5.6	5.5	3.7	2.1	68.0	37.0	109.0	1.0
17552	550	13	1	bendazac	Single	3 hr	1000	mg/kg	High	1815.0	85.0	34.0	146.0	1.42	0.01	203.0	13.0	0.5	141.0	4.7	101.0	10.4	10.4	5.5	3.8	2.2	66.0	34.0	85.0	1.0
17557	550	14	1	bendazac	Single	6 hr	1000	mg/kg	High	2200.0	83.0	22.0	137.0	1.54	0.03	182.0	10.0	0.5	142.0	4.4	100.0	10.7	10.7	5.6	3.8	2.1	69.0	32.0	112.0	1.0
17562	550	15	1	bendazac	Single	9 hr	1000	mg/kg	High	3892.0	86.0	16.0	134.0	1.2	0.05	179.0	8.0	0.6	143.0	4.2	101.0	10.1	9.6	5.5	3.8	2.2	64.0	31.0	81.0	1.0
17567	550	16	1	bendazac	Single	24 hr	1000	mg/kg	High	3690.0	69.0	24.0	113.0	2.21	0.03	177.0	13.0	0.7	141.0	4.1	100.0	10.7	7.7	5.4	4.0	2.9	60.0	38.0	82.0	1.0
17572	551	1	1	bendazac	Repeat	4 day	0	mg/kg	Control	898.0	68.0	178.0	165.0	0.32	0.03	223.0	18.0	0.5	139.0	4.6	103.0	10.8	7.3	5.7	3.8	2.0	69.0	44.0	119.0	1.0
17577	551	2	1	bendazac	Repeat	8 day	0	mg/kg	Control	985.0	71.0	85.0	144.0	0.18	0.0	326.0	18.0	0.6	141.0	5.0	104.0	11.2	9.1	6.1	4.1	2.1	61.0	27.0	90.0	1.0
17582	551	3	1	bendazac	Repeat	15 day	0	mg/kg	Control	816.0	73.0	198.0	158.0	0.36	0.0	201.0	21.0	0.6	140.0	5.1	106.0	10.1	6.2	6.2	3.5	1.3	65.0	30.0	112.0	1.0
17587	551	4	1	bendazac	Repeat	29 day	0	mg/kg	Control	684.0	62.0	169.0	138.0	0.26	0.0	199.0	23.0	0.5	140.0	5.0	106.0	9.7	6.8	6.4	3.7	1.4	63.0	36.0	75.0	2.0
17592	551	5	1	bendazac	Repeat	4 day	30	mg/kg	Low	1032.0	74.0	61.0	138.0	0.29	0.0	190.0	17.0	0.6	140.0	5.1	103.0	10.6	6.8	5.5	3.8	2.2	63.0	33.0	93.0	0.0
17597	551	6	1	bendazac	Repeat	8 day	30	mg/kg	Low	736.0	89.0	131.0	168.0	0.25	0.0	227.0	19.0	0.4	142.0	5.1	106.0	10.9	6.4	5.8	4.1	2.4	58.0	29.0	89.0	1.0
17602	551	7	1	bendazac	Repeat	15 day	30	mg/kg	Low	675.0	85.0	179.0	174.0	0.37	0.0	188.0	26.0	0.5	141.0	4.3	105.0	10.2	7.1	6.4	4.0	1.7	65.0	30.0	128.0	1.0
17607	551	8	1	bendazac	Repeat	29 day	30	mg/kg	Low	904.0	75.0	206.0	158.0	0.29	0.0	200.0	17.0	0.5	140.0	4.3	104.0	10.1	5.2	6.5	4.0	1.6	56.0	29.0	84.0	1.0
17612	551	9	1	bendazac	Repeat	4 day	100	mg/kg	Middle	1111.0	73.0	73.0	134.0	0.47	0.05	210.0	15.0	0.6	138.0	4.8	104.0	10.5	5.7	5.8	3.9	2.1	69.0	43.0	87.0	1.0
17617	551	10	1	bendazac	Repeat	8 day	100	mg/kg	Middle	816.0	67.0	139.0	138.0	0.42	0.0	201.0	20.0	0.5	142.0	4.6	106.0	10.9	6.2	5.7	3.6	1.7	64.0	35.0	76.0	1.0
17622	551	11	1	bendazac	Repeat	15 day	100	mg/kg	Middle	962.0	78.0	110.0	150.0	0.4	0.04	204.0	17.0	0.5	141.0	4.4	107.0	10.3	5.9	6.0	3.9	1.9	73.0	32.0	105.0	2.0
17627	551	12	1	bendazac	Repeat	29 day	100	mg/kg	Middle	502.0	48.0	215.0	126.0	0.42	0.0	194.0	21.0	0.6	138.0	4.7	103.0	9.5	4.9	6.6	3.9	1.4	65.0	27.0	93.0	0.0
17632	551	13	1	bendazac	Repeat	4 day	300	mg/kg	High	1284.0	65.0	48.0	124.0	0.66	0.05	213.0	19.0	0.6	141.0	4.0	104.0	10.4	5.5	5.5	3.8	2.2	70.0	46.0	110.0	1.0
17637	551	14	1	bendazac	Repeat	8 day	300	mg/kg	High	997.0	67.0	70.0	129.0	0.81	0.02	202.0	20.0	0.5	141.0	4.6	105.0	10.6	4.9	5.8	3.8	1.9	67.0	36.0	102.0	1.0
17642	551	15	1	bendazac	Repeat	15 day	300	mg/kg	High	1028.0	77.0	49.0	143.0	0.63	0.05	193.0	19.0	0.5	142.0	3.9	105.0	10.3	5.5	6.1	4.0	1.9	59.0	34.0	89.0	1.0
17647	551	16	1	bendazac	Repeat	29 day	300	mg/kg	High	793.0	51.0	43.0	105.0	1.17	0.06	196.0	24.0	0.7	141.0	4.0	104.0	9.5	4.5	5.9	3.5	1.5	56.0	31.0	47.0	1.0
17651	552	1	1	benziodarone	Single	3 hr	0	mg/kg	Control	954.0	73.0	37.0	144.0	0.32	0.0	220.0	17.0	0.5	142.0	4.6	104.0	10.8	9.5	5.8	4.0	2.2	68.0	38.0	120.0	3.0
17656	552	2	1	benziodarone	Single	6 hr	0	mg/kg	Control	853.0	75.0	80.0	140.0	0.32	0.02	189.0	11.0	0.5	142.0	4.6	105.0	10.6	9.8	5.5	3.6	1.9	65.0	36.0	89.0	1.0
17661	552	3	1	benziodarone	Single	9 hr	0	mg/kg	Control	860.0	70.0	22.0	119.0	0.28	0.08	182.0	8.0	0.6	143.0	4.8	106.0	10.1	10.5	5.3	3.7	2.3	67.0	33.0	86.0	1.0
17666	552	4	1	benziodarone	Single	24 hr	0	mg/kg	Control	1088.0	79.0	91.0	151.0	0.32	0.0	208.0	20.0	0.6	140.0	5.0	105.0	10.5	6.4	5.5	3.9	2.4	71.0	36.0	77.0	1.0
17671	552	5	1	benziodarone	Single	3 hr	30	mg/kg	Low	763.0	88.0	61.0	149.0	0.32	0.0	205.0	11.0	0.4	141.0	4.3	104.0	10.6	8.4	5.6	3.8	2.1	62.0	31.0	109.0	3.0
17676	552	6	1	benziodarone	Single	6 hr	30	mg/kg	Low	663.0	75.0	86.0	137.0	0.35	0.05	180.0	12.0	0.5	141.0	4.8	103.0	10.8	9.6	5.3	3.6	2.1	76.0	40.0	73.0	3.0
17681	552	7	1	benziodarone	Single	9 hr	30	mg/kg	Low	661.0	69.0	63.0	129.0	0.34	0.1	201.0	14.0	0.4	141.0	4.6	105.0	10.3	10.5	5.2	3.7	2.5	67.0	36.0	98.0	1.0
17686	552	8	1	benziodarone	Single	24 hr	30	mg/kg	Low	1052.0	70.0	75.0	140.0	0.28	0.0	231.0	19.0	0.6	140.0	5.0	104.0	10.4	6.5	5.6	3.8	2.1	77.0	41.0	83.0	1.0
17691	552	9	1	benziodarone	Single	3 hr	100	mg/kg	Middle	1563.0	66.0	52.0	117.0	0.53	0.03	187.0	15.0	0.5	139.0	4.5	103.0	10.5	7.4	5.2	3.4	1.9	74.0	37.0	86.0	1.0
17696	552	10	1	benziodarone	Single	6 hr	100	mg/kg	Middle	959.0	76.0	61.0	135.0	0.31	0.04	183.0	13.0	0.4	141.0	4.8	103.0	10.6	8.7	5.3	3.6	2.1	67.0	31.0	112.0	1.0
17701	552	11	1	benziodarone	Single	9 hr	100	mg/kg	Middle	926.0	63.0	67.0	113.0	0.27	0.1	189.0	12.0	0.5	144.0	4.4	105.0	10.2	10.9	5.5	3.9	2.4	63.0	34.0	126.0	0.0
17706	552	12	1	benziodarone	Single	24 hr	100	mg/kg	Middle	907.0	64.0	42.0	120.0	0.33	0.0	187.0	19.0	0.6	140.0	4.4	104.0	10.6	8.4	5.4	3.6	2.0	64.0	40.0	86.0	1.0
17711	552	13	1	benziodarone	Single	3 hr	300	mg/kg	High	817.0	86.0	85.0	146.0	0.51	0.05	213.0	17.0	0.6	139.0	4.3	102.0	10.6	8.9	5.3	3.6	2.1	58.0	29.0	78.0	2.0
17716	552	14	1	benziodarone	Single	6 hr	300	mg/kg	High	877.0	65.0	41.0	125.0	0.3	0.04	272.0	16.0	0.7	140.0	4.5	101.0	10.5	11.1	5.3	3.7	2.3	58.0	38.0	83.0	1.0
17721	552	15	1	benziodarone	Single	9 hr	300	mg/kg	High	948.0	78.0	52.0	124.0	0.24	0.09	209.0	20.0	0.6	140.0	4.9	104.0	10.3	10.1	5.2	3.6	2.3	62.0	39.0	108.0	3.0
17726	552	16	1	benziodarone	Single	24 hr	300	mg/kg	High	987.0	70.0	70.0	120.0	0.26	0.02	192.0	17.0	0.6	141.0	4.5	103.0	10.5	8.5	5.6	4.0	2.5	65.0	37.0	64.0	1.0
17731	553	1	1	benziodarone	Repeat	4 day	0	mg/kg	Control	1114.0	77.0	68.0	146.0	0.28	0.0	199.0	21.0	0.6	141.0	4.9	105.0	10.5	6.1	5.8	3.6	1.6	64.0	39.0	79.0	1.0
17736	553	2	1	benziodarone	Repeat	8 day	0	mg/kg	Control	1037.0	67.0	160.0	157.0	0.29	0.02	193.0	23.0	0.6	139.0	5.7	106.0	10.4	6.5	5.9	3.7	1.7	62.0	37.0	106.0	2.0
17741	553	3	1	benziodarone	Repeat	15 day	0	mg/kg	Control	692.0	70.0	139.0	142.0	0.24	0.0	209.0	20.0	0.6	141.0	5.1	103.0	10.7	6.5	6.1	3.6	1.4	72.0	35.0	168.0	1.0
17746	553	4	1	benziodarone	Repeat	29 day	0	mg/kg	Control	753.0	60.0	177.0	143.0	0.29	0.02	219.0	17.0	0.6	139.0	4.7	104.0	10.4	6.0	6.2	3.9	1.7	59.0	30.0	89.0	2.0
17751	553	5	1	benziodarone	Repeat	4 day	30	mg/kg	Low	1104.0	80.0	110.0	171.0	0.21	0.01	187.0	19.0	0.5	141.0	4.6	104.0	10.7	8.1	5.8	3.7	1.8	68.0	41.0	98.0	1.0
17756	553	6	1	benziodarone	Repeat	8 day	30	mg/kg	Low	883.0	64.0	100.0	138.0	0.4	0.0	183.0	17.0	0.6	141.0	4.6	106.0	10.6	6.4	6.0	3.6	1.5	63.0	33.0	89.0	1.0
17761	553	7	1	benziodarone	Repeat	15 day	30	mg/kg	Low	767.0	75.0	109.0	137.0	0.3	0.0	194.0	18.0	0.5	140.0	4.8	105.0	10.2	6.3	6.0	3.8	1.7	58.0	31.0	77.0	1.0
17766	553	8	1	benziodarone	Repeat	29 day	30	mg/kg	Low	713.0	57.0	123.0	133.0	0.3	0.01	190.0	17.0	0.6	141.0	4.4	106.0	10.4	5.7	6.2	4.0	1.8	58.0	33.0	86.0	3.0
17771	553	9	1	benziodarone	Repeat	4 day	100	mg/kg	Middle	995.0	86.0	76.0	152.0	0.35	0.05	203.0	19.0	0.6	141.0	4.1	102.0	10.9	8.2	5.8	3.8	1.9	61.0	39.0	89.0	2.0
17776	553	10	1	benziodarone	Repeat	8 day	100	mg/kg	Middle	1232.0	68.0	70.0	134.0	0.27	0.0	190.0	19.0	0.6	140.0	4.4	104.0	10.7	7.5	6.2	3.8	1.6	65.0	36.0	101.0	1.0
17781	553	11	1	benziodarone	Repeat	15 day	100	mg/kg	Middle	811.0	80.0	90.0	159.0	0.22	0.03	199.0	21.0	0.7	141.0	4.3	105.0	10.7	6.2	6.6	4.5	2.1	60.0	38.0	88.0	1.0
17786	553	12	1	benziodarone	Repeat	29 day	100	mg/kg	Middle	718.0	83.0	100.0	156.0	0.23	0.01	184.0	22.0	0.7	139.0	4.6	105.0	10.0	5.5	6.3	4.1	1.9	59.0	33.0	90.0	1.0
17791	553	13	1	benziodarone	Repeat	4 day	300	mg/kg	High	866.0	73.0	45.0	142.0	0.34	0.03	170.0	20.0	0.7	141.0	4.4	104.0	10.6	5.8	5.5	3.7	2.1	76.0	47.0	126.0	1.0
17796	553	14	1	benziodarone	Repeat	8 day	300	mg/kg	High	879.0	60.0	61.0	117.0	0.23	0.03	203.0	19.0	0.6	141.0	3.9	106.0	10.7	6.9	5.9	3.9	2.0	68.0	44.0	100.0	1.0
17801	553	15	1	benziodarone	Repeat	15 day	300	mg/kg	High	964.0	42.0	33.0	85.0	0.26	0.02	185.0	21.0	0.5	142.0	4.2	106.0	10.4	5.9	6.0	3.9	1.9	74.0	41.0	80.0	1.0
