Name,HSE,smiles
NCGC00260147-01,0,[SnH2+2].[Cl-].[Cl-]	
NCGC00260203-01,0,CCCN1C=CN(C)C1.Br	
NCGC00260181-01,0,CCN1C=CN(C)[C@H]1C.Br	
NCGC00260343-01,0,CCCCN1C=CN(C)C1.Br	
NCGC00258467-01,0,OC(=O)C(Br)(Br)Br	
NCGC00257743-01,0,C(Br)(Br)Br	
NCGC00259846-01,0,BrC(Br)C(=O)O	
NCGC00257910-01,0,CC(C)Br	
NCGC00258187-01,0,C[C@H](Br)CC	
NCGC00260548-01,0,Brc1c(Br)c(Br)c(Br)c(Br)c1Br	
NCGC00260089-01,0,c1(cc(c(c(c1)Br)OC[C@H](CBr)Br)Br)C(c1cc(c(c(c1)Br)OC[C@H](CBr)Br)Br)(C)C	
NCGC00257808-01,0,Brc1ccc(cc1)c1ccccc1	
NCGC00258403-01,0,c1(ccccc1)Br	
NCGC00257964-01,0,BrCBr	
NCGC00257909-01,0,CCBr	
NCGC00259756-01,0,BrCC#N	
NCGC00258173-01,0,BrCCC	
NCGC00260264-01,0,BrCCCBr	
NCGC00254971-01,0,C(CCCBr)Br	
NCGC00260265-01,0,C(CCCC)Br	
NCGC00260266-01,0,C(CCCCBr)Br	
NCGC00260267-01,0,BrCCCCCC	
NCGC00255306-01,0,BrCCCCCCCC	
NCGC00260270-01,0,C(CCCCCCCCCCCCCCC)Br	
NCGC00091086-02,0,OCCCBr	
NCGC00260395-01,0,c1ccc(cc1)OCCBr	
NCGC00256162-01,0,C#C[C@@H]([C@H](CCCC)CC)O	
NCGC00255158-01,0,C1CCCC(C#C)(O)C1	
NCGC00258529-01,0,C(O)C#C	
NCGC00254724-01,0,C(Cc1ccccc1)c1ccccc1	
NCGC00258457-01,0,O(Cc1ccccc1)Cc1ccccc1	
NCGC00257703-01,0,C(=O)C=C(C)C	
NCGC00258932-01,0,CC(=CCCC(=O)C)C	
NCGC00259255-01,0,CC/C(=N/O)/C	
NCGC00256076-01,0,C1(=C)[C@@]2([C@H]3[C@H]([C@@H]1CC3)C(CCC2)(C)C)C	
NCGC00255879-01,0,C1C[C@H]2C([C@@]1([C@@H](C2)O)C)(C)C	
NCGC00260383-01,0,O=C/C(=C/C)/C	
NCGC00258652-01,0,n1(c[n+](cc1)C)C.P(=O)(OC)([O-])OC	
NCGC00260193-01,0,Cc1ccc(cc1)S(=O)(=O)[O-].C[n+]1ccn(CC)c1	
NCGC00260190-01,0,CCn1cc[n+](C)c1.[O-]S(=O)(=O)O	
NCGC00260187-01,0,CCn1cc[n+](C)c1.CCOS(=O)(=O)[O-]	
NCGC00258577-01,0,[n+]1(cn(cc1)CC)C.N(=C=[N-])C#N	
NCGC00260182-01,0,CCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F	
NCGC00260185-01,0,CCn1cc[n+](C)c1C.C(F)(F)(F)S(=O)(=O)[O-]	
NCGC00260207-01,0,CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	
NCGC00257775-01,0,C[Si](C)(C)Cl	
NCGC00255541-01,0,[Si](O[Si](C=C)(C)C)(C=C)(C)C	
NCGC00254937-01,0,[Si](OC)(OC)(C)C	
NCGC00257224-01,0,O1[Si](O[Si](O[Si](O[Si](O[Si]1(C)C)(C)C)(C)C)(C)C)(C)C	
NCGC00257091-01,0,O1[Si](O[Si](O[Si]1(C)C)(C)C)(C)C	
NCGC00255018-01,0,CS/C(=N\OC(=O)NC)/C	
NCGC00258649-01,0,O=C(C=C(C)C)C=C(C)C	
NCGC00256890-01,0,C(=CC(=O)O)(C)C	
NCGC00254618-01,0,C(C[C@H](CCC=C(C)C)C)O	
NCGC00256089-01,0,C(=O)(OC/C=C(\CCC=C(C)C)/C)C	
NCGC00256644-01,0,O(C/C=C(/CCC=C(C)C)\C)C(=O)/C(=C/C)/C	
NCGC00255008-01,0,C(=O)(CCC)OC/C=C(/CCC=C(C)C)\C	
NCGC00256875-01,0,C(=O)OC/C=C(/CCC=C(C)C)\C	
NCGC00259668-01,0,C(C[C@@H](CCC=C(C)C)C)O	
NCGC00256743-01,0,C/C=C(/C(=O)OCC[C@@H](CCC=C(C)C)C)\C	
NCGC00255636-01,0,CC(=O)/C(=C/C)/C	
NCGC00090776-02,0,[C@@H]12[C@@H]([C@@H]3C[C@H]1C=C3)CC=C2	
NCGC00258380-01,0,CC(=C)C(=O)O	
NCGC00257921-01,0,O=C(C(=C)C)OC	
NCGC00258364-01,0,O=C(OCC)C(=C)C	
NCGC00255191-01,0,C=C(C)C(=O)OCc1ccccc1	
NCGC00256069-01,0,C(CCCCCCCCCOC(=O)C(=C)C)OC(=O)C(=C)C	
NCGC00257969-01,0,C=C(C)C(=O)OCCO	
NCGC00259830-01,0,C(=O)(C(=C)C)N	
NCGC00257713-01,0,C(=C)(C)c1ccccc1	
NCGC00257989-01,0,C=C(CC(C)(C)C)C	
NCGC00257911-01,0,C=C(Cl)Cl	
NCGC00254707-01,0,C=C[C@H](CCC=C(C)C)C	
NCGC00260124-01,0,[Si](C=C)(OC)(OC)OC	
NCGC00255159-01,0,[C@@H]12[C@H](C(C1)(C)C)CC/C(=C/CCC2=C)/C	
NCGC00259625-01,0,C=CC#N	
NCGC00256724-01,0,CC(CCCC(=C)C=C)(OC(=O)C)C	
NCGC00256809-01,0,C=CC(=O)CCCCC	
NCGC00255301-01,0,C(C)(C)(CC(=O)C)NC(=O)C=C	
NCGC00258669-01,0,C(=O)(C=C)OC(C)(C)C	
NCGC00259593-01,0,C=C[C@@H](CCC=C(C)C)C	
NCGC00260078-01,0,c1(ccc(cc1)C=C)C=C	
NCGC00256471-01,0,C=Cc1ccccc1C=C	
NCGC00259988-01,0,C=CCc1ccc2c(c1)OCO2	
NCGC00258676-01,0,C(#N)CCC=C	
NCGC00260542-01,0,C=CCCCCCCCCCCC	
NCGC00257824-01,0,C(C=C)n1c(=O)n(CC=C)c(=O)n(CC=C)c1=O	
NCGC00259104-01,0,N(CC=C)CC=C	
NCGC00254643-01,0,n1c(nc(nc1OCC=C)OCC=C)OCC=C	
NCGC00256138-01,0,C(C(CC)(COCC=C)COCC=C)O	
NCGC00256734-01,0,[C@H]1(CC[C@H](CC1)COC=C)COC=C	
NCGC00256071-01,0,C(CCCOC=C)O	
NCGC00256188-01,0,C(=C)OCCOCCOC=C	
NCGC00255341-01,0,C1=CC=CC1	
NCGC00258568-01,0,C1=CCCC=CCC1	
NCGC00256873-01,0,C1=CC[C@@H](CC1)c1ccccc1	
NCGC00259553-01,0,c1c2c(ccc1)cccc2	
NCGC00257173-01,0,c12nc[nH]c1cccc2	
NCGC00255045-01,0,C(c1ccccc1)c1ccccc1	
NCGC00260138-01,0,C1CCCNCCC1	
NCGC00258513-01,0,n1ccccc1	
NCGC00258524-01,0,C1COCCO1	
NCGC00260463-01,0,C1CS1	
NCGC00256918-01,0,n1c2c(ncc1)CCCC2	
NCGC00260317-01,0,C1C[C@H]2[C@@H](C1)[C@@H]1CC[C@@H]2C1	
NCGC00256860-01,0,n1(cccc1)Cc1occc1	
NCGC00254567-01,0,C12(OCCCC1)OCCCC2	
NCGC00260030-01,0,CC#N	
NCGC00256836-01,0,[C@@H]1(C[C@@H](CC[C@H]1C(=C)C)C)O	
NCGC00257729-01,0,O[C@@H]1C(=CC[C@@H](C(=C)C)C1)C	
NCGC00256691-01,0,C=C(CCC[C@@H](CCO)C)C	
NCGC00260348-01,0,O=C(C)C(=O)CC(C)C	
NCGC00256020-01,0,CC(=O)C(=O)CCC	
NCGC00258770-01,0,CC(=O)C(=O)C	
NCGC00256914-01,0,[C@@H](C)(O)C(=O)C	
NCGC00256952-01,0,CC(=O)c1ccccn1	
NCGC00256085-01,0,n1c(cncc1)C(=O)C	
NCGC00259603-01,0,n1c(scc1)C(=O)C	
NCGC00257595-01,0,CC(=O)CC	
NCGC00257716-01,0,C(=O)(CC(=O)C)OC	
NCGC00256736-01,0,CC(=O)CC(C)(C1CCCCC1)C	
NCGC00254777-01,0,C(C(=O)C)C(C)(C)OC	
NCGC00257968-01,0,CC(=O)CC(=O)C	
NCGC00258172-01,0,CC(=O)CCC(=O)C	
NCGC00256806-01,0,CC(=O)CCc1cc2OCOc2cc1	
NCGC00258792-01,0,CC(=O)CCc1ccccc1	
NCGC00255160-01,0,CCCCCCCCCC(=O)C	
NCGC00257581-01,0,CC(=O)CCl	
NCGC00254149-01,0,C(=O)(C)NC	
NCGC00255303-01,0,C(=O)(C)O	
NCGC00255668-01,0,[C@]12([C@@H](C[C@@H](C1(C)C)CC2)OC(=O)C)C	
NCGC00255313-01,0,O=C(OC(C)(C)C)C	
NCGC00257832-01,0,O=C(OC(=O)C)C	
NCGC00257667-01,0,C(C)(OC(=O)C)OC(=O)C	
NCGC00256829-01,0,C(C=C(C)C)OC(=O)C	
NCGC00256782-01,0,C1C[C@@]2(C[C@H]1C([C@@H]2OC(=O)C)(C)C)C	
NCGC00254945-01,0,C(/C=C/c1ccccc1)OC(=O)C	
NCGC00259561-01,0,CC(=O)OCCC	
NCGC00254929-01,0,c1(CCOC(=O)C)ccccc1	
NCGC00256680-01,0,C(=O)(OCCC1CCCCC1)C	
NCGC00258605-01,0,CC(=O)OCCCC	
NCGC00256801-01,0,C(=O)(OCCCc1ccccc1)C	
NCGC00256685-01,0,C(=O)(OCCCCCCCCC)C	
NCGC00256826-01,0,C(=O)(OCCCCCCCCC=C)C	
NCGC00256820-01,0,C(=O)(OCCCCCCCCCC)C	
NCGC00255628-01,0,C(=O)(OCCCCCCCCCC/C=C\CC)C	
NCGC00254953-01,0,C(CCCCCCCCC/C=C/CC)OC(=O)C	
NCGC00091657-02,0,CC(=O)OCCOCC	
NCGC00255112-01,0,C(=O)(C(=O)C(C)(C)C)O	
NCGC00257685-01,0,C(C(=O)C(C)(C)C)(Cl)Cl	
NCGC00255833-01,0,C(C(=O)OC)C(=O)C(C)(C)C	
NCGC00259697-01,0,C(C(=O)C(C)(C)C)Cl	
NCGC00258002-01,0,C(=O)(C(C)(C)C)OC	
NCGC00260377-01,0,CCOC(=O)C(C)(C)C	
NCGC00257614-01,0,CC(=O)C(C)(C)C	
NCGC00255928-01,0,O=C(CCc1cc(c(c(c1)C)O)C(C)(C)C)OCCOCCOCCOC(=O)CCc1cc(c(c(c1)C(C)(C)C)O)C	
NCGC00256058-01,0,c1(O)cc(ccc1)C(C)(C)C	
NCGC00258006-01,0,C(=O)c1ccc(cc1)C(C)(C)C	
NCGC00255594-01,0,n1c2c(c(nc1)OCCc1ccc(cc1)C(C)(C)C)cccc2	
NCGC00257952-01,0,C[C@H](COc1ccc(cc1)C(C)(C)C)O[S@@](=O)OCCCl	
NCGC00254436-01,0,c1(ccccc1)C(C)(C)C	
NCGC00260320-01,0,c1(ccc(cc1)C(CC(C)(C)C)(C)C)Nc1ccc(cc1)C(CC(C)(C)C)(C)C	
NCGC00257631-01,0,CC(C)(C)CC(C)(C)N	
NCGC00257746-01,0,CC(C)(C)Cl	
NCGC00257538-01,0,C(C)(C)(C)N	
NCGC00255818-01,0,NC(=O)NC(C)(C)C	
NCGC00255795-01,0,C(CNC(C)(C)C)O	
NCGC00256136-01,0,C(=O)(C(=C)C)OCCNC(C)(C)C	
NCGC00258736-01,0,CC(OC)(C)C	
NCGC00260359-01,0,CC(C)(C)OC(=O)N1C[C@H](C[C@H]1C(=O)O)F	
NCGC00258428-01,0,CC(C)(S)C	
NCGC00260120-01,0,c1(O)c(cc(cc1C(C)(C)c1ccccc1)C(C)(C)c1ccccc1)n1nc2c(n1)cccc2	
NCGC00258078-01,0,OC(=O)CC(C)(C(=O)O)C	
NCGC00258019-01,0,c1(O)c(cc(cc1C(CC)(C)C)C(CC)(C)C)n1nc2c(n1)cccc2	
NCGC00258079-01,0,CC(C(=O)O)(C)CCC(=O)O	
NCGC00258854-01,0,C(=O)(C(CO)(C)C)OCC(CO)(C)C	
NCGC00255462-01,0,C(=O)(C(C)(C)N1CCOCC1)c1ccc(cc1)SC	
NCGC00254975-01,0,C(=O)(C(C)(O)C)c1ccc(cc1)OCCO	
NCGC00258181-01,0,CC(C)(OC)OC	
NCGC00256659-01,0,C(=O)(OC(C)C)N[C@@H](C(C)C)C(=O)N[C@@H](C)c1ccc(cc1)C	
NCGC00254052-01,0,[C@H]12N(C(=O)[C@H](Cc3c1cccc3)NC(=O)[C@H](C(C)C)SC(=O)C)[C@@H](CCC2)C(=O)O	
NCGC00255860-01,0,C1(=O)[C@H](CC[C@H](C1)C)C(C)C	
NCGC00258596-01,0,[C@H]1([C@H](CC[C@@H](C1)C)C(C)C)O	
NCGC00257919-01,0,CC(N(=O)=O)C	
NCGC00258555-01,0,C(=O)(C(C)C)OC(=O)C(C)C	
NCGC00259122-01,0,C(=O)(C(C)C)OCC(C)C	
NCGC00256924-01,0,C(/C=C/c1ccccc1)OC(=O)C(C)C	
NCGC00255021-01,0,C(=O)(OCCc1ccccc1)C(C)C	
NCGC00254958-01,0,O(c1ccccc1)CCOC(=O)C(C)C	
NCGC00255721-01,0,c1(O)cc(ccc1)C(C)C	
NCGC00256887-01,0,C(=O)(CC)[C@H]1C(=CC[C@H](C1)C(C)C)C	
NCGC00256167-01,0,C1[C@H](CC[C@@H]([C@H]1C(=O)NCC)C(C)C)C	
NCGC00257518-01,0,c1(C=O)ccc(C(C)C)cc1	
NCGC00255131-01,0,Nc1c(C(C)C)cccc1C(C)C	
NCGC00255940-01,0,c1(O)c(cccc1)C(C)C	
NCGC00256277-01,0,C1CO[C@@H](N1CCOC(=O)NCCCCCCNC(=O)OCCN1[C@H](OCC1)C(C)C)C(C)C	
NCGC00255097-01,0,C/C(=N\O)/CC(C)C	
NCGC00255092-01,0,C(=O)(OCC)CC(C)C	
NCGC00258859-01,0,O=C(CC(C)C)OCC=C	
NCGC00256892-01,0,C(=O)(OCc1ccccc1)CC(C)C	
NCGC00258679-01,0,C(CC(C)C)(C)(C)C	
NCGC00256239-01,0,C(#N)[C@](CC(C)C)(N)C	
NCGC00258709-01,0,N[C@@H](CC(C)C)C	
NCGC00260285-01,0,CC(CC(CC(C)C)O)C	
NCGC00257855-01,0,CC(C)Cc1nccs1	
NCGC00258024-01,0,CC(CCC)C	
NCGC00255162-01,0,C(=O)([C@@](CCC(C)C)(C)CC)O	
NCGC00256084-01,0,C(=O)C[C@@H](CCCC(C)C)C	
NCGC00256922-01,1,c1(c(cc(cc1)C(=O)OCCCCCCCC(C)C)C(=O)OCCCCCCCC(C)C)C(=O)OCCCCCCCC(C)C	
NCGC00255733-01,0,NCCCCCCC(C)C	
NCGC00254100-01,0,C(=O)(CCCCC(=O)OCCCCCCC(C)C)OCCCCCCC(C)C	
NCGC00255329-01,0,C(CO)C(C)C	
NCGC00256163-01,0,C(=O)(CC(C)C)OCCC(C)C	
NCGC00254545-01,0,C(=O)(OCCC(C)C)CCC	
NCGC00256909-01,0,c1(ccccc1)COCCC(C)C	
NCGC00254666-01,0,C(=O)(N(CC(C)C)CC(C)C)SCC	
NCGC00257731-01,0,N(CC(C)C)CC(C)C	
NCGC00258766-01,0,OCC(C)C	
NCGC00254278-01,0,C(=O)(CCCCC(=O)OCC(C)C)OCC(C)C	
NCGC00255920-01,0,N(c1ccccc1)(C(C)C)C(C)C	
NCGC00259500-01,0,S1(=O)(=O)N(C(=O)c2c(N1)cccc2)C(C)C	
NCGC00254737-01,0,c1(nc(n(n1)C(C)C)Cl)OP(=S)(OCC)OCC	
NCGC00256851-01,0,c12c(C(=O)N(C1=O)C(C)C)cccc2	
NCGC00258292-01,0,C(=O)(C=C)NC(C)C	
NCGC00255709-01,0,C(=O)(NC(C)C)NC(C)C	
NCGC00256252-01,0,C(=O)(c1ccccc1)OC(C)C	
NCGC00255529-01,0,c1(c(cccc1)C(=O)OC(C)C)C(=O)OC(C)C	
NCGC00258697-01,0,c1ccc(CC(=O)OC(C)C)cc1	
NCGC00256008-01,0,C(=O)(CCC(=O)OC(C)C)OC(C)C	
NCGC00260100-01,0,CC(C)OC(C)C	
NCGC00255087-01,0,c1(O)c(cccc1)OC(C)C	
NCGC00256149-01,0,NC[C@@H](CC(CCN)(C)C)C	
NCGC00255390-01,0,C(#N)[C@@](CC)(C)/N=N/[C@@](C#N)(CC)C	
NCGC00256759-01,0,CC[C@H](C(=O)OCCc1ccccc1)C	
NCGC00260396-01,0,CC[C@H](CCC)C	
NCGC00259107-01,0,C([C@@H](CC)C)O	
NCGC00255532-01,0,C(=O)(OC[C@@H](CC)C)CC(C)C	
NCGC00255161-01,0,C(=O)(N[C@@H](CC)C)N	
NCGC00258740-01,0,C[C@@H](CC)O[C@H](C)CC	
NCGC00258083-01,0,O=C(O)[C@H](C)CCC(=O)O	
NCGC00258489-01,0,C[C@H](C(=O)O)CCC	
NCGC00254600-01,0,CC[C@H]([C@H](CCC)C)O	
NCGC00256092-01,0,c1(ccccc1)CC[C@H](CCO)C	
NCGC00256711-01,0,C(=O)([C@H](CCCC)C)O	
NCGC00258753-01,0,C([C@@H](C)O[C@@H](CCl)C)Cl	
NCGC00258730-01,0,ClC(Cl)(N(=O)=O)C	
NCGC00259061-01,0,CC(Cl)(Cl)C(=O)O	
NCGC00260667-01,0,CC(Cl)(Cl)Cl	
NCGC00257962-01,0,ClC(Cl)[C@@H](Cl)C	
NCGC00257958-01,0,Cl[C@@H](C)CC	
NCGC00257916-01,0,C[C@@H](CCl)Cl	
NCGC00256009-01,0,[C@H](COC(=O)C)(OC(=O)C)C	
NCGC00183828-01,0,[C@@H](COc1ccccc1)(C)NN	
NCGC00254680-01,0,CC(=O)N	
NCGC00255387-01,0,CC[C@@H](N)C	
NCGC00258574-01,0,CC(C#CC(C)(O)C)(O)C	
NCGC00259207-01,0,O[C@](C=C)(CCC=C(C)C)C	
NCGC00258001-01,0,C(=O)([C@@H](C)O)OC	
NCGC00258443-01,0,C(=O)([C@H](C)O)OCC	
NCGC00260402-01,0,CCCOC(=O)[C@H](C)O	
NCGC00255535-01,0,C[C@@H]([C@H]([C@@H](C)O)CO)O	
NCGC00256778-01,0,[C@@H](C)(O)C1CCCCC1	
NCGC00258470-01,0,C[C@H](C[C@@H](C)O)O	
NCGC00256893-01,0,C[C@H](CCCCC)O	
NCGC00257540-01,0,O[C@H](C)CN	
NCGC00259829-01,0,C(=O)(O[C@@H](COC[C@@H](OC(=O)c1ccccc1)C)C)c1ccccc1	
NCGC00256199-01,0,C[C@@H]([C@@H](C)S)S	
NCGC00254987-01,0,C[C@H](CC)S	
NCGC00256870-01,0,C(/C=C/CC/C=C\CC)O	
NCGC00256821-01,0,C(CCC/C=C\CC)O	
NCGC00254913-01,0,CC/C=C\CCO	
NCGC00260271-01,0,C1(=C(C=CCC1(C)C)C)C=O	
NCGC00255585-01,0,C1(=O)C=C(CCC1)C	
NCGC00256741-01,0,C1(=C(CCCC1(C)C)C)C=O	
NCGC00254727-01,0,O1C(=C(C(=O)[C@H]1C)O)C	
NCGC00256072-01,0,C1(=O)C(C(=O)C1(C)C)(C)C	
NCGC00255224-01,0,C1(C)(C)C(=O)NC(=O)NC1=O	
NCGC00256080-01,0,[C@H]1(C(C(=CC1)C)(C)C)CC=O	
NCGC00256203-01,0,C1(=C[C@H](CC(C1)(C)C)O)C	
NCGC00256688-01,0,CC1(C)SC(C)(C)SC(S1)(C)C	
NCGC00189077-01,0,c1cccc([C@@]2(C)C(=O)N(C)C(=O)C2)c1	
NCGC00254909-01,0,C1(=N[C@@](C(=O)N1)(C(C)C)C)c1c(C(=O)O)cc(cn1)COC	
NCGC00254903-01,0,C1(=N[C@@](C(=O)N1)(C(C)C)C)c1c(C(=O)O)cccn1	
NCGC00255487-01,0,[C@H]1(CC[C@@](CC1)(C)O)C(=C)C	
NCGC00254759-01,0,O=c1cc(o[nH]1)C	
NCGC00256204-01,0,[C@@]123[C@H](C([C@@H](C1)C(=CC2)C)(C)C)CC[C@H]3C	
NCGC00254833-01,0,C1(=O)C(=CC[C@H](C1)C(=C)C)C	
NCGC00254865-01,0,C1(=CCC(=CC1)C)C(C)C	
NCGC00257666-01,0,[C@H]1(CC=C(CC1)C)C(C)(C)O	
NCGC00260445-01,0,c1(=O)c(c[nH]c(=S)[nH]1)C	
NCGC00256832-01,0,[C@@H]1(S[C@H](C(=N1)C)C)[C@@H](CC)C	
NCGC00255956-01,0,O1[C@H]2[C@@]1(CC[C@@H](C2)[C@H]1[C@H](C)O1)C	
NCGC00259549-01,0,Cc1cccc(c1C)N(=O)=O	
NCGC00259404-01,0,Cc1c(cccc1N(=O)=O)N(=O)=O	
NCGC00254568-01,0,c1(cccc(c1C)N(=O)=O)Cl	
NCGC00256648-01,0,C(C)(C)(S)[C@H]1C(=O)C[C@@H](CC1)C	
NCGC00257982-01,0,c1(cc(c(cc1N)Cl)C)S(=O)(=O)O	
NCGC00255787-01,0,[C@H]1([C@H](C=C(C[C@H]1C)C)C)C=O	
NCGC00181297-01,0,Cc1c(Br)c(c(NC(=O)CN(CC(=O)O)CC(=O)O)c(c1)C)C	
NCGC00259801-01,0,Oc1c(C)cc(C)cc1C	
NCGC00257417-01,0,C(=O)(c1c(cc(cc1C)C)C)O	
NCGC00258330-01,0,Cc1cc(cc(c1)C)N(=O)=O	
NCGC00255517-01,0,c1(cc(cc(c1N)C)C)Cl	
NCGC00259772-01,0,Cc1cc(c(cc1)N(=O)=O)C	
NCGC00256692-01,0,O=C(c1c(cc(cc1C)C(C)(C)C)C)C	
NCGC00257523-01,0,c1(cc(ccc1)Cl)C	
NCGC00257612-01,0,Cc1cc(N)ccc1C	
NCGC00258827-01,0,Oc1c(ccc(C)c1)C	
NCGC00259730-01,0,Cc1cc(C)cc(O)c1	
NCGC00259490-01,0,c1c(O)cccc1C	
NCGC00260239-01,0,CCCC[n+]1ccc(C)cc1.C(F)(F)(F)S(=O)(=O)[O-]	
NCGC00258698-01,0,Cc1ccc2cccnc2c1	
NCGC00255538-01,0,C(=N\c1ccc(cc1C)C)/NC	
NCGC00258522-01,0,c1(ccc(cc1)Br)C	
NCGC00259823-01,0,Oc1c(C)c(C)ccc1C	
NCGC00257926-01,0,O=N(=O)c1c(ccc(C)c1)C	
NCGC00255646-01,0,C(=O)c1cc(c(cc1)C)C	
NCGC00255943-01,0,C(=O)(C)c1ccc(cc1)C	
NCGC00182987-01,0,C(=O)(O)[C@H](CC(=O)c1ccc(cc1)C)CSC(=O)C	
NCGC00256690-01,0,c1c(ccc(c1)C)c1ccccc1	
NCGC00260448-01,0,O=C1c2c(C(=O)c3c(O)ccc(Nc4ccc(cc4)C)c13)cccc2	
NCGC00258129-01,0,c1(ccc(cc1)C)S(=O)(=O)[O-].[P+](CC(C)C)(C)(CC(C)C)CC(C)C	
NCGC00259247-01,0,C(=NS(=O)(=O)c1ccc(cc1)C)=O	
NCGC00257920-01,0,CCNS(=O)(=O)c1ccc(C)cc1	
NCGC00255722-01,0,c1c(ccc(c1)C)S(=O)(=O)NCCCC	
NCGC00259143-01,0,c1(ccc(cc1)C)S(=O)(=O)N	
NCGC00258622-01,0,Cc1c(cc(cc1)C(=O)O)N(=O)=O	
NCGC00255870-01,0,C(=O)(c1cc(c(cc1)C)N)N	
NCGC00259739-01,0,c1(cc(ccc1C)N(=O)=O)S(=O)(=O)O	
NCGC00257643-01,0,OCc1ccc(cc1)C	
NCGC00260234-01,0,[B-](F)(F)(F)F.Cc1ccc[n+](CCCC)c1	
NCGC00260230-01,0,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F	
NCGC00260236-01,0,CCCC[n+]1cccc(C)c1.C(F)(F)(F)S(=O)(=O)[O-]	
NCGC00259763-01,0,c12c(C(=O)OC1=O)ccc(c2)C	
NCGC00257846-01,0,c1ccc(cc1C)C	
NCGC00258977-01,0,Nc1c(cccc1C)C	
NCGC00258826-01,0,c1(cccc(c1O)C)C	
NCGC00257740-01,0,c1(cccc(c1)C)C=C	
NCGC00259140-01,0,O=C(c1cc(C)ccc1)O	
NCGC00260403-01,0,c1ccc(cc1CC)C	
NCGC00254575-01,0,n1c(cccc1N)C	
NCGC00256993-01,0,n1n[nH]c2c1c(ccc2)C	
NCGC00257933-01,0,c1(c(cccc1)Br)C	
NCGC00258212-01,0,c1cccc(c1C)C	
NCGC00257741-01,0,Cc1ccccc1C(=O)N	
NCGC00255750-01,0,c1(ccccc1C)CCl	
NCGC00258803-01,0,c1(ccccc1Cl)C	
NCGC00257757-01,0,Cc1ccco1	
NCGC00256313-01,0,n1c(cc(cc1)C)N	
NCGC00254333-01,0,N1(C[C@@H](O[C@@H](C1)C)C)CCCCCCCCCCCCC	
NCGC00260490-01,0,C[C@@H]1CN1	
NCGC00256135-01,0,n1c(c(nc(c1)C)C)C	
NCGC00256255-01,0,n1c([nH]cc1C)CC	
NCGC00258028-01,0,n1cc(ccc1N)C	
NCGC00258601-01,0,Cc1c[nH]cn1	
NCGC00254905-01,0,n1c(OC(=O)N(C)C)c(c(nc1N(C)C)C)C	
NCGC00260521-01,0,n1c(sc2c1cccc2)C	
NCGC00256774-01,0,O1[C@@H](S[C@@H](CC1)CCC)C	
NCGC00256784-01,0,C1O[C@@H](C(=O)C1)C	
NCGC00256792-01,1,o1ccc(c1C)S	
NCGC00257441-01,0,S(Sc1c(occ1)C)C	
NCGC00183014-01,0,c1c(N)ccc(S(=O)(=O)Nc2cc(OC)nc(C)n2)c1	
NCGC00256883-01,0,[C@@H]12CC[C@@]3([C@@H]([C@]1(CCCC2(C)C)C)CCO3)C	
NCGC00254311-01,0,n1(c2c(nc1)c(NCc1c(OCc3cc(no3)C)ccc(c1)Cl)ncn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)N)C(=O)NC	
NCGC00258687-01,0,CCC#N	
NCGC00256935-01,0,CC/C(=C/CCC)/C=O	
NCGC00255923-01,0,C1C[C@H]2C([C@@]1([C@@H](C2)OC(=O)CC)C)(C)C	
NCGC00256831-01,0,C(/C=C/c1ccccc1)OC(=O)CC	
NCGC00254982-01,0,C(=O)(OCC)CC	
NCGC00256011-01,0,C(=O)(CC)OCc1ccccc1	
NCGC00259240-01,0,C(=O)(CC)OCCCC	
NCGC00255200-01,0,BrC(C(=O)NC(=O)N)(CC)CC	
NCGC00182986-01,0,N(C(=O)NC(=O)C)C(=O)[C@H](c1ccccc1)CC	
NCGC00255616-01,0,C1[C@@H](C(=O)CCC1)[C@@H](C)CC	
NCGC00255011-01,0,Brc1c(C)[nH]c(=O)n([C@H](C)CC)c1=O	
NCGC00255482-01,0,CC[C@@H](CCC)c1ccccc1	
NCGC00259532-01,0,C(OC[C@@H](CC)CCCC)[C@@H]1CO1	
NCGC00257582-01,0,C(C(CO)(CC)CO)O	
NCGC00258399-01,0,C(C(CO)(N)CC)O	
NCGC00259870-01,0,[C@@H](CC)(O)O[C@H](CC)O	
NCGC00255186-01,0,[C@@H](CC)(O)OCCCC	
NCGC00260218-01,0,CCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F	
NCGC00258838-01,0,C(=O)/C=C/CCC	
NCGC00259335-01,0,N(=C\CCC)\O	
NCGC00256075-01,0,C(=O)c1ccc(cc1)CC	
NCGC00257700-01,0,c1(ccc(cc1)CC)CC	
NCGC00259807-01,0,c1(ccccc1CC)CC	
NCGC00259876-01,0,c1(c(CC)cccc1)O	
NCGC00257761-01,0,CC[C@@H]1CO1	
NCGC00254795-01,0,C(=O)(OCc1ccccc1)CCC	
NCGC00256919-01,0,C(=O)(OCCc1ccccc1)CCC	
NCGC00257848-01,0,CCCC(=O)Cl	
NCGC00260251-01,0,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F	
NCGC00255337-01,0,C(=O)CCCCCCCCC/C=C\CCCC	
NCGC00257991-01,0,C(CCC)N=C=O	
