Name,ER-LBD,smiles
NCGC00259721-01,0,[C@@H]1([C@@H](C(=O)CC1)CCCCC)CC(=O)OC	
NCGC00255437-01,0,C(=O)C[C@H](CCCC(C)(OC)C)C	
NCGC00258988-01,0,O(C)[C@@H](CO[C@H](CO[C@H](CO)C)C)C	
NCGC00254569-01,0,c1(c(c(ccc1Cl)Cl)OC)C(=O)O	
NCGC00259896-01,0,O(C)c1cc(CC=C)ccc1OC	
NCGC00255528-01,0,Nc1c(cc(c(c1)OC)Cl)OC	
NCGC00259492-01,0,C(=O)c1ccc(cc1)OC	
NCGC00255067-01,0,c1(ccc(cc1)CCC)OC	
NCGC00256684-01,0,c1(ccc(cc1)CO)OC	
NCGC00256666-01,0,C(=O)OCc1ccc(cc1)OC	
NCGC00256102-01,0,c1(ccc(cc1N(=O)=O)OC)N	
NCGC00256564-01,0,COc1ccc(OC)cc1	
NCGC00257805-01,0,O(C)c1cccc2sc(N)nc12	
NCGC00256713-01,0,C(=O)(c1c(cccc1)OC)OCC	
NCGC00259647-01,0,c1(nc(NC(C)C)nc(n1)OC)NC(C)C	
NCGC00257122-01,0,COCCO[Si](OCCOC)(C=C)OCCOC	
NCGC00259889-01,0,O(CCOC)CCOC	
NCGC00255794-01,0,O(CCOCCOCCOCCOC)C	
NCGC00259566-01,0,O=C([C@@H](SP(=O)(OC)OC)CC(=O)OCC)OCC	
NCGC00257994-01,0,P(OC)(OC)OC	
NCGC00183849-01,0,c1(c(=O)c2c(n(c1)C)cc(cc2)F)[S@@](=O)C	
NCGC00259907-01,0,S(c1ccc(cc1)Cl)C	
NCGC00255592-01,0,CC(C)[C@H](C)Nc1nc(NCC)nc(SC)n1	
NCGC00260252-01,0,[N+]1(CCCC1)(CC)C.[B-](F)(F)(F)F	
NCGC00260192-01,0,CCn1cc[n+](C)c1.[B-](F)(F)(F)F	
NCGC00257044-01,0,FC(F)(F)c1cccc(N)c1	
NCGC00256171-01,0,C(#N)c1ccc(cc1)CC(=O)c1cccc(c1)C(F)(F)F	
NCGC00256907-01,0,c1(cccc(c1)C(F)(F)F)CC#N	
NCGC00258459-01,0,C(F)(F)(F)CO	
NCGC00255973-01,0,S(=O)(=O)(C(F)(F)F)O	
NCGC00256664-01,0,c1(c(c(c(c(c1F)F)F)F)F)Br	
NCGC00258930-01,0,c1(ccc(cc1)F)Br	
NCGC00260525-01,0,c1cc(c(cc1C(=O)Cl)Cl)F	
NCGC00258174-01,0,Fc1cc(F)ccc1N	
NCGC00255974-01,0,C(=O)(O)CF	
NCGC00260486-01,0,C(=C(C#N)C#N)(C#N)C#N	
NCGC00259633-01,0,C(#N)C(C)(C)/N=N/C(C#N)(C)C	
NCGC00259041-01,0,C(C)(C)(O)C#N	
NCGC00258407-01,0,C(#N)c1cccc(C)c1	
NCGC00257878-01,0,c1(C#N)ccccc1C	
NCGC00257182-01,0,C(=O)(O)CC#N	
NCGC00256081-01,0,C(#N)CCOCCOCCC#N	
NCGC00257780-01,0,C(#N)CCSCCC#N	
NCGC00255138-01,0,C(#N)CN(CC#N)CCN(CC#N)CC#N	
NCGC00254063-01,0,[C@]12(C(=C3C(=O)c4c([C@]([C@H]3C[C@H]2[C@@H](C(=C(C1=O)C(=O)N)O)N(C)C)(O)C)cccc4O)O)O	
NCGC00257603-01,0,NC(=O)Cc1c2c(ccc1)cccc2	
NCGC00259422-01,0,NC(=S)N	
NCGC00260474-01,0,Cn1cnc2c1[nH]c(N)nc2=O	
NCGC00183845-01,0,C1(=O)C(=O)[C@@H]([C@H]1NC/C=C\COc1nccc(c1)CN1CCCCC1)N	
NCGC00254560-01,0,Nc1c(cc(cc1N(=O)=O)Cl)Cl	
NCGC00256004-01,0,N1C(CC(CC1(C)C)N)(C)C	
NCGC00256038-01,0,c1(cccc(c1)S(=O)(=O)c1cccc(c1)N)N	
NCGC00257629-01,0,Nc1cc(ccc1C)Cl	
NCGC00259929-01,0,NC1CCCCC1	
NCGC00259206-01,0,O=C(OC)c1c(N)cccc1	
NCGC00258681-01,0,Nc1c(cccc1)C(=O)OCC=C	
NCGC00258509-01,0,S(=O)(=O)(O)c1ccccc1N	
NCGC00258280-01,0,s1c(N)ncc1	
NCGC00256352-01,0,c1(nc[nH]n1)N	
NCGC00181294-01,0,n1c(c(CN(/C(=C(\SS/C(=C(\N(Cc2c(nc(nc2)C)N)C=O)/C)/CCO)/CCO)/C)C=O)cnc1C)N	
NCGC00257104-01,0,C(CCN)CCCN	
NCGC00255812-01,0,C(CCOCCOCCOCCCN)N	
NCGC00255817-01,0,C(COCCN)N	
NCGC00257525-01,0,C(=O)(CCCCC(=O)NN)NN	
NCGC00255101-01,0,OCCNN	
NCGC00260142-01,0,O=S(=O)([O-])[O-].[Ni+2]	
NCGC00260515-01,0,Cl[Zr](=O)Cl	
NCGC00255979-01,0,C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO	
NCGC00254851-01,0,[C@H]12O[C@H]([C@@H]([C@H]1OC(=O)[C@@H]2O)O)O	
NCGC00257447-01,0,[C@H]([C@@H]([C@@H](O)CO)O)([C@H](O)CO)O	
NCGC00258609-01,0,C([C@@H]([C@H]([C@@H](CO)O)O)O)O	
NCGC00256737-01,0,c1(c(nsn1)OC[C@H](CNC(C)(C)C)O)N1CCOCC1.C(=O)(/C=C\C(=O)O)O	
NCGC00255383-01,0,[C@@H]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](O[C@@H]1CO)O)O)O	
NCGC00254516-01,0,N(=C\C(SC)(C)C)\O	
NCGC00256516-01,0,O=N(=O)C(N(=O)=O)(N(=O)=O)N(=O)=O	
NCGC00258790-01,0,C(=O)(O)c1cccc(c1)N(=O)=O	
NCGC00258291-01,0,O=C(c1cccc(N(=O)=O)c1)C	
NCGC00259382-01,0,O=N(=O)c1c(ccc(C(F)(F)F)c1)Cl	
NCGC00258810-01,0,OC(=O)c1ccc(cc1)N(=O)=O	
NCGC00257758-01,0,N(=O)(=O)c1ccc(Cl)cc1Cl	
NCGC00091351-03,0,c1(cccc(c1)N(=O)=O)N(=O)=O	
NCGC00257626-01,0,C(=O)(C)c1ccccc1N(=O)=O	
NCGC00257176-01,0,FC(F)(F)c1ccccc1N(=O)=O	
NCGC00257849-01,0,O=N(=O)c1c(cccc1)CCO	
NCGC00258313-01,0,O=N(=O)c1ccccc1c1ccccc1	
NCGC00257327-01,0,N(=O)(=O)OC[C@H](CCCC)CC	
NCGC00256868-01,0,C(=O)(C#CCCCCCC)OC	
NCGC00260381-01,0,C(=O)(C(=O)c1occc1)c1occc1	
NCGC00257259-01,0,C(=O)(C(C)C)c1ccccc1	
NCGC00260482-01,0,CCOC(=O)[C@@H](C(=O)C)Cl	
NCGC00258435-01,0,N(C(=O)C)c1cccc(N)c1	
NCGC00256002-01,0,C(CC(=O)OCC)(C(=O)OCC)(CC(=O)OCC)OC(=O)C	
NCGC00254247-01,0,C[C@@H]1C[C@@H](O[C@@H](O1)C)OC(=O)C	
NCGC00257734-01,0,[C@H]1(CC[C@H](CC1)C(C)(C)C)OC(=O)C	
NCGC00254841-01,0,C(=O)(OCC[C@@H](C(CC)CC)C)C	
NCGC00260372-01,0,C(=O)(C(=O)c1ccc(cc1)Br)c1ccc(cc1)Br	
NCGC00256181-01,0,C(=O)(C1(CCCCC1)O)c1ccccc1	
NCGC00257431-01,0,c1(c(cccc1)O)C(=O)c1ccccc1	
NCGC00254825-01,0,C(=O)(c1c(onc1)C1CC1)c1c(cc(cc1)C(F)(F)F)S(=O)(=O)C	
NCGC00260425-01,0,c1ccccc1C(=O)CC(=O)C	
NCGC00260369-01,0,CCC(=O)c1cccc(c1)Cl	
NCGC00255424-01,0,C(=O)(OCCCCC)CCC	
NCGC00255865-01,0,C(=O)(CCCCC(=O)O)OC	
NCGC00259461-01,0,C(CCCC(=O)OC)C(=O)OC	
NCGC00254907-01,0,C(=O)(CCCCC(=O)OCCCCCC)OCCCCCC	
NCGC00256827-01,0,C(=O)(OCCCCC)CCCCC	
NCGC00256018-01,0,C(=O)(CCCCCC)OCC=C	
NCGC00256050-01,0,C(=O)(CCCCCCCC(=O)OC)OC	
NCGC00257418-01,0,C(=O)(OCCCCCC)CCCCCCCC(=O)OCCCCCC	
NCGC00257732-01,0,C(=O)(CCCCCCCCC(=O)OC)OC	
NCGC00257416-01,0,O=C(OC[C@H](CCCC)CC)CCCCCCCCC(=O)OC[C@H](CCCC)CC	
NCGC00255065-01,0,CCOC(=O)CCCCCCCCC(=O)OCC	
NCGC00255078-01,0,C(=O)(CCCCCCCCC)OCC	
NCGC00259448-01,0,ClC(=O)c1ccc(cc1)C(=O)Cl	
NCGC00257157-01,0,ClC(=O)c1cccc(c1)C(=O)Cl	
NCGC00254350-01,0,C1(C[C@H](C(=O)Oc2cc3c(cc2)CCC3)COCCOC)(C(=O)N[C@H]2CC[C@H](CC2)C(=O)O)CCCC1	
NCGC00257492-01,0,C(C(C)(C)NC(=O)C=C)S(=O)(=O)O	
NCGC00254822-01,0,O=C(CCC(=O)O)NN(C)C	
NCGC00258220-01,0,O=C(c1cccnc1)NN	
NCGC00247726-01,0,c12c(cccc1)c(c[nH]2)CCN(C)C.C(=O)(/C=C/C(=O)O)O	
NCGC00247677-01,0,[C@]12(c3c(C[C@@H]([C@@H]1C)N(CC2)C)ccc(c3)O)C.C(=O)(/C=C/C(=O)O)O.[C@]12(c3c(C[C@@H]([C@@H]1C)N(CC2)C)ccc(c3)O)C	
NCGC00254424-01,0,C(=O)([C@@H](N)Cc1c[nH]c2ccccc12)O	
NCGC00259601-01,0,[C@@]123[C@@H]([C@](C(=O)O1)([C@H](C=C3)O)C)[C@@H]([C@]13[C@H]2CC[C@](C1)(C(=C)C3)O)C(=O)O	
NCGC00258767-01,0,OC(=O)C(=O)CC(=O)O	
NCGC00259086-01,0,C(=O)([C@H](CC(=O)O)O)O	
NCGC00255867-01,0,n1c2c(ccc(c2C(=O)O)Cl)cc(c1)C	
NCGC00254644-01,0,Clc1c(c2c(cc1)cc(cn2)Cl)C(=O)O	
NCGC00254792-01,0,c1(c(C(=O)O)cccc1)C(=O)OCCCC	
NCGC00255567-01,0,c1(C(=O)O)c(OCCCCCC)cccc1	
NCGC00257530-01,0,[nH]1cc(c2c1cccc2)CCCC(=O)O	
NCGC00258723-01,0,OC(=O)CCCCCC(=O)O	
NCGC00258085-01,0,OC(=O)CCCCCCC(=O)O	
NCGC00183862-01,0,c1(c2c(c(C(=S)N(CC(=O)O)C)ccc2)ccc1OC)C(F)(F)F	
NCGC00257533-01,0,C(=O)(O)CO	
NCGC00257153-01,0,O=C(O)CS	
NCGC00255942-01,0,N(=C(\C(C)(C)C)/CSC)\OC(=O)NC	
NCGC00256078-01,0,O=C(OCC[C@@H](OC(=O)C(=C)C)C)C(=C)C	
NCGC00256120-01,0,C(=O)(C(=C)C)O[C@@H]1CC(C[C@@H](C1)C)(C)C	
NCGC00255448-01,0,CC(C)c1cccc(c1)OC(=O)NC	
NCGC00255882-01,0,c1cccc(c1)[C@H](C(=O)OCC)Br	
NCGC00255216-01,0,[C@H]1(CC(=O)/C(=C(/C2CC2)\O)/C(=O)C1)C(=O)OCC	
NCGC00255586-01,0,C(=O)(c1ccccc1)OCC	
NCGC00254714-01,0,c1(ccccc1)CC(=O)OCC	
NCGC00256258-01,0,c1(ccc(cc1C(=O)OCC=C)C(=O)OCC=C)C(=O)OCC=C	
NCGC00259510-01,0,O=C(c1c(cccc1)C(=O)OCC=C)OCC=C	
NCGC00090780-04,1,c1(c(C(=O)OCc2ccccc2)cccc1)C(=O)OCCCC	
NCGC00259211-01,0,c1(c(C(=O)OCCC)cccc1)C(=O)OCCC	
NCGC00259278-01,0,c1ccc(C(=O)OCCCC)c(c1)C(=O)OCCCC	
NCGC00256879-01,0,C(=O)(OCCCCCCCCC)CCCCC(=O)OCCCCCCC	
NCGC00260302-01,0,C(=O)(CCSCCC(=O)OCCCCCCCCCCCCC)OCCCCCCCCCCCCC	
NCGC00259755-01,0,O=C=NCCCCCCN=C=O	
NCGC00254143-01,0,C1[C@@](CC(C[C@H]1N=C=O)(C)C)(CN=C=O)C	
NCGC00259861-01,0,CC1(CC(=CC(=O)C1)C)C	
NCGC00256964-01,0,[nH]1c(nc(=O)cc1C)C(C)C	
NCGC00254570-01,0,O=c1ccc(=O)[nH][nH]1	
NCGC00260422-01,0,C1(=O)Nc2c(C1=O)cccc2	
NCGC00258478-01,0,O=C1CC(=O)NC(=O)N1	
NCGC00256595-01,0,C[C@H]1CC(=O)O1	
NCGC00255863-01,0,C1C(=O)CCCC1=O	
NCGC00254877-01,0,O1C(=O)CCCC1=O	
NCGC00255823-01,0,C1(=O)[C@@H](CCC1)CCCCCCC	
NCGC00259670-01,0,O=C1CCCCC1	
NCGC00255287-01,0,CC1(C(=O)N(C(=O)N1Br)Cl)C	
NCGC00254403-01,0,CC1(C)NC(=O)NC1=O	
NCGC00257137-01,0,c12c(C(=O)NC1=O)cccc2	
NCGC00255415-01,0,c12c(c(=O)[nH]c(=O)[nH]1)c[nH]n2	
NCGC00255283-01,0,N1[C@@H]2NC(=O)N[C@@H]2NC1=O	
NCGC00258337-01,0,O=C1NCCN1	
NCGC00256214-01,0,N1(C(=O)NCC1)CCN	
NCGC00256815-01,0,O1[C@@H](C(=C(C1=O)O)C)C	
NCGC00254627-01,0,n1n(c(=O)c(c(c1)N)Cl)c1ccccc1	
NCGC00260131-01,0,O=C1c2c(c(cc(c2C(=O)c2c1cccc2)Br)Br)N	
NCGC00164164-02,0,c12c(C(=O)N(C1=O)C)cccc2	
NCGC00182999-01,0,OCCn1c(nnn1)SCC1=C(N2C(=O)[C@@]([C@@H]2OC1)(NC(=O)CSC(F)F)OC)C(=O)O	
NCGC00260466-01,0,c12c(=O)[nH]cnc1cccc2	
NCGC00258757-01,0,O1C(=O)[C@@H]2[C@](C1=O)([C@@H]1C=C[C@H]2C1)C	
NCGC00260465-01,0,c1ccc2c(c1)c1ccccc1C2=O	
NCGC00258296-01,0,Clc1cccc(Cl)c1C=O	
NCGC00257927-01,0,O=Cc1c(cccc1)Cl	
NCGC00256683-01,0,C(=O)CCc1ccccc1	
NCGC00255474-01,0,C(=O)Nc1ccc(cc1C)C	
NCGC00260328-01,0,O=NN1CCN(N=O)CC1	
NCGC00260332-01,0,O=NN1CCNCC1	
NCGC00255680-01,0,C(=O)(OCC)CP(=O)(OCC)OCC	
NCGC00256096-01,0,P(=O)(O)(O)CCCCCCCC	
NCGC00257071-01,0,P(=O)(O)(O)O	
NCGC00256562-01,0,O=P(OC)(OC)OC	
NCGC00254979-01,0,C(=C(\OP(=O)(OC)OC)/C)/C(=O)N(C)C	
NCGC00255783-01,0,O1[P@@H](=O)c2c(c3c1cccc3)cccc2	
NCGC00255179-01,0,c1(ccc(cc1)Oc1ccc(cc1)S(=O)(=O)NN)S(=O)(=O)NN	
NCGC00256154-01,0,c12c(cccc1)ccc(c2)S(=O)(=O)O	
NCGC00256098-01,0,c1(cccc(c1)N1N=C(CC1=O)C)S(=O)(=O)O	
NCGC00255164-01,0,[C@H]12[C@H]3[C@@H]4CC(=O)N5[C@@H]3[C@@]3([C@H](C1)N(CC3)CC2=CCO4)c1c5cccc1.[C@H]12[C@H]3[C@@H]4CC(=O)N5[C@@H]3[C@@]3([C@H](C1)N(CC3)CC2=CCO4)c1c5cccc1.S(=O)(=O)(O)O	
NCGC00260105-01,0,ClS(=O)(=O)c1ccc(cc1)NC(=O)C	
NCGC00256989-01,0,O=S(=O)(O)c1ccccc1	
NCGC00258052-01,0,C1COS(=O)(=O)O1	
NCGC00256331-01,0,O=C(c1cc(C(=O)O)ccc1C(=O)O)O	
NCGC00259891-01,0,C(=O)(c1ccc(cc1)O)O	
NCGC00255028-01,0,n1c(C(=O)O)cccc1C(=O)O	
NCGC00257840-01,0,C(=O)(O)c1ccccc1Cl	
NCGC00255996-01,0,S(=O)(=O)([C@H](CC(=O)O)C(=O)O)O	
NCGC00254116-01,0,OC(=O)CN(CC(=O)O)CC(=O)O	
NCGC00258358-01,0,[C@H](O)(C#N)c1ccccc1	
NCGC00258373-01,0,C([C@H](C)O)O[C@@H](COCCC)C	
NCGC00254927-01,0,[C@](C1CC1)(c1cncnc1)(c1ccc(cc1)OC)O	
NCGC00256788-01,0,C([C@H](CC(C)C)O)c1ccccc1	
NCGC00255887-01,0,[C@H]1(OCCCCCCCC)[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO	
NCGC00258387-01,0,Clc1cccc(O)c1	
NCGC00259249-01,0,c1(c(C(=O)O)cccc1)C(c1ccc(cc1)O)c1ccc(cc1)O	
NCGC00255601-01,0,[C@@H]1(CC[C@@H](CC1)C1CCCCC1)O	
NCGC00258672-01,0,c12c(c(ccc1)O)c(ccc2O)O	
NCGC00259032-01,0,C1CCCCC1O	
NCGC00258923-01,0,c1(c(O)cccc1)[C@@H](CC)C	
NCGC00258608-01,0,c1(ccc(c(c1)O)O)/C=C/C(=O)O[C@H]([C@H](C(=O)O)OC(=O)/C=C/c1cc(c(cc1)O)O)C(=O)O	
NCGC00255509-01,0,c1(c(cccc1)O)/C=N/C[C@@H](/N=C/c1c(cccc1)O)C	
NCGC00255156-01,0,C(C(CO)(CO)COCC(CO)(CO)CO)O	
NCGC00256290-01,0,O1COCC(C1)(CO)CO	
NCGC00254838-01,0,C(Cc1ncccc1)O	
NCGC00256640-01,0,C(#N)CCN(CCO)CCO	
NCGC00254717-01,0,C(N(CCO)CCCC)CO	
NCGC00254981-01,0,COCCO	
NCGC00254003-01,0,CCOCCOCCO	
NCGC00254490-01,0,OCCOCCOCCOCC	
NCGC00255263-01,0,C(COCCOCCOCCOCCCC)O	
NCGC00256125-01,0,P(=O)(Oc1ccccc1)(O)O	
NCGC00257429-01,0,P(=O)(Oc1ccccc1)(Oc1ccccc1)O	
NCGC00260438-01,0,Nc1cc(Cl)cc(c1O)S(=O)(=O)O	
NCGC00256507-01,0,NC(=S)Nc1ccccc1	
NCGC00260141-01,0,S=C(N(CCCC)CCCC)S[Ni]SC(=S)N(CCCC)CCCC	
NCGC00255827-01,0,C(=O)(c1c(cccc1)O[P@@](=S)(N)OC)OC(C)C	
NCGC00256904-01,0,C1C(CCC1)S	
NCGC00255055-01,0,s1c(nnc1S)S	
NCGC00255905-01,0,C(=S)([S-])OCC.[K+]	
NCGC00255621-01,0,C1(=O)c2c(C(=O)c3c1ccc(c3)C)cccc2	
NCGC00257816-01,0,Nc1c(cc2c3c(cccc3)oc2c1)OC	
NCGC00259068-01,0,CC(=O)Nc1cc2c(c3c(C2)cc(cc3)NC(=O)C)cc1	
NCGC00254857-01,0,c1(c(cccc1Cl)F)CN(c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O)CC	
NCGC00257827-01,0,O/N=C\1/C=C/C(=N/O)/C=C1	
NCGC00254671-01,0,C[As](=O)(C)O	
NCGC00257591-01,0,C=CCCCCCCC=C	
NCGC00258615-01,0,c1(O)c(cc(cc1C(C)(C)C)[C@@H](CC)C)C(C)(C)C	
NCGC00182984-01,0,C(=S)(N(c1cc(ccc1)C)C)Oc1cc2c(cc1)CCC2	
NCGC00254596-01,0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	
NCGC00256327-01,0,NCCN1CCNCC1	
NCGC00090773-04,0,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)O	
NCGC00255688-01,0,C(=O)(OCC)Cn1c(=O)sc2c1c(ccc2)Cl	
NCGC00257559-01,0,O=C(OC[C@@H]1OC1)[C@H]1[C@H](C(=O)OC[C@@H]2OC2)CCCC1	
NCGC00256575-01,0,c1(c(ccc(c1)N(CCO)CCO)NCCO)N(=O)=O	
NCGC00256238-01,0,P(=S)([S-])(CC(C)C)CC(C)C.[Na+]	
NCGC00260361-01,0,COC(=O)c1ccc(cc1)CBr	
NCGC00255324-01,0,n1c(sc2c1cccc2)SN(C1CCCCC1)C1CCCCC1	
NCGC00256023-01,0,C1(=C(CCCC1(C)C)C)CC=O	
NCGC00259878-01,0,c1(ccc(cc1)C)C(C)(C)C	
NCGC00257470-01,0,CCC(=O)/C=C/C	
NCGC00182997-01,0,N(C(=O)CCCCCCC/C=C\C/C=C\CCCCC)[C@@H](c1ccccc1)C	
NCGC00254888-01,0,C(=S)(NCCCC)NCCCC	
NCGC00254729-01,0,P(=S)(OCC)(SCCl)OCC	
NCGC00258193-01,0,ClC(=O)/C=C/C(=O)Cl	
NCGC00255074-01,0,c1(NC(=O)N([C@H](C#C)C)C)ccc(cc1)Cl	
NCGC00259237-01,0,c1(nnc(nn1)c1c(Cl)cccc1)c1c(Cl)cccc1	
NCGC00254817-01,0,C(=O)(c1ccc(cc1)N(C)C)OCC	
NCGC00255258-01,0,N(c1ccc(cc1)C(c1ccc(N(C)C)cc1)c1ccccc1)(C)C	
NCGC00255573-01,0,c12c(ncn1[C@H]1OCCCC1)c(ncn2)NCc1ccccc1	
NCGC00257930-01,0,Nc1ccc(cc1)c1ccccc1	
NCGC00256960-01,0,O=C(OC[C@H](CCCC)CC)C=C	
NCGC00183021-01,0,N1(C(=O)COc2ccc(/C(=N/O)/C)cc2)CCCCC1	
NCGC00258584-01,0,O=C(O)CCCCCCCCCC	
NCGC00255340-01,0,C(=O)(OCC)Nc1cc(ccc1)OC(=O)Nc1ccccc1	
NCGC00257213-01,0,CCCCCCOC(=O)C(=C)C	
NCGC00256624-01,0,O(C(=O)C(C)C)CCCCCC	
NCGC00256278-01,0,c12c(C(=O)OC1=O)ccc(c2)c1cc2c(C(=O)OC2=O)cc1	
NCGC00255951-01,0,c12c(C(=O)c3c(C1=O)cccc3)c(ccc2O)O	
NCGC00259093-01,0,O=C(OC)c1c(O)cccc1	
NCGC00257408-01,0,C(OC(=O)CCCCCCC/C=C\CCCCCCCC)(CO)CO	
NCGC00181760-01,0,c1(c(Nc2c(C(=O)[O-])cccc2)cc(cc1)Cl)C(=O)[O-].[Na+].[Na+]	
NCGC00255739-01,0,[Na+].c12c(ccc(c1)C(C)C)c(cc(c2S(=O)(=O)[O-])C(C)C)C(C)C	
NCGC00257945-01,0,c1(c(N(=O)=O)ccc(c1)Oc1c(cc(C(F)(F)F)cc1)Cl)C(=O)[O-].[Na+]	
NCGC00254249-01,0,[NH4+].C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]	
NCGC00257421-01,0,C(=O)([O-])C.[PbH2+2].[O-]C(=O)C	
NCGC00256164-01,0,C(=O)([C@@](CCC(C)C)(C)CC)[O-].[Zn+2].C(=O)([C@@](CCC(C)C)(C)CC)[O-]	
NCGC00257707-01,0,ClC(Br)Br	
NCGC00255235-01,0,c1(c(c(c(c(c1C(=O)OC[C@H](CCCC)CC)Br)Br)Br)Br)C(=O)OC[C@H](CCCC)CC	
NCGC00181780-01,1,[C@@H]12[C@@]3([C@@H](CC[C@H]1[C@H]1[C@@](CC2)(C)CCC1)C[C@H](CC3)O)C	
NCGC00183000-01,0,FC(c1ccc(cc1)C(=O)[C@H](C)CN1CCCC1)(F)F	
NCGC00254955-01,0,C(=O)(C(=C)C)OCCOc1ccccc1	
NCGC00256046-01,0,C=C/C(=C/CC=C(C)C)/C	
NCGC00255582-01,0,C(=O)CCCCCCCCC=C	
NCGC00260453-01,0,c1ccc2cnncc2c1	
NCGC00258579-01,0,O1CCCC1	
NCGC00256611-01,0,CCCCCC(=O)C	
NCGC00256905-01,0,C(=C\CC/C(=C/COC(=O)C)/C)(/CCC=C(C)C)\C	
NCGC00255653-01,0,C(=O)(OCCC/C=C/CCCCCCCC)C	
NCGC00066947-05,0,[C@@H]([C@H](C(C)(C)C)O)(Oc1ccc(cc1)Cl)n1ncnc1	
NCGC00254957-01,0,c1(O)c(cc(cc1C(C)(C)C)OC)C(C)(C)C	
NCGC00254868-01,0,[P@](=S)(OCC)(Oc1cnc(nc1)C(C)(C)C)OC(C)C	
NCGC00257864-01,0,O1[C@@H](COc2ccc(cc2)C(C)(C)C)C1	
NCGC00254932-01,0,c1(cc(cc(c1)C(C)C)C(C)C)C(C)C	
NCGC00257693-01,0,CC(C)CCC[C@H](C)CCC[C@@H](C)CCC[C@@](C)(O)C=C	
NCGC00256576-01,0,O=C(Nc1ccccc1)OC(C)C	
NCGC00258780-01,0,c1(c(c(N(=O)=O)ccc1)C)C(=O)O	
NCGC00256687-01,0,CCC(=O)C(=O)CC	
NCGC00260263-01,0,C(/C(=C\c1ccccc1)/CCCCC)O	
NCGC00254719-01,0,C(=O)/C=C/CCCCCC	
NCGC00258071-01,0,c1(ccc(N)cc1)C.Cl	
NCGC00257735-01,0,[Sn](Cl)(Cl)(Cl)Cl	
NCGC00258964-01,0,CC(NC(=O)c1cc(cc(c1)Cl)Cl)(C#C)C	
NCGC00259111-01,0,O1C(Oc2c1c(ccc2)OC(=O)NC)(C)C	
NCGC00256256-01,0,C(/C=C(/CCC=C(C)C)\C)(OC)OC	
NCGC00255445-01,1,C(=O)(C(OC)(OC)c1ccccc1)c1ccccc1	
NCGC00091253-05,0,c1(C=O)c(OC)cc(OC)c(OC)c1	
NCGC00255673-01,0,C[C@@H](CC)Nc1nc(NCC)nc(OC)n1	
NCGC00257468-01,0,n1n(c(cc1C(F)F)c1ccc(cc1)[S@@](=O)C)c1ccc(cc1)OC	
NCGC00254053-01,0,c1(ccc(c(c1)NC(=O)NC(=O)c1c(cc(c(c1)F)F)Cl)N1CCC(CC1)C(=O)O)F	
NCGC00183108-01,0,C(=N)(c1ccc(cc1)OCCCOc1ccc(C(=N)N)cc1)N	
NCGC00257998-01,0,C(=O)(CCCCCCC/C=C\CCCCCCCC)N	
NCGC00256604-01,0,NC(=O)NCCCC	
NCGC00255244-01,0,CC(c1c(c(c(c(c1N(=O)=O)C)N(=O)=O)C)N(=O)=O)(C)C	
NCGC00256714-01,0,C/C(=C/C(=O)OCC)/O[Al](O[C@H](CC)C)O[C@@H](C)CC	
NCGC00254417-01,0,C([C@@H](COC(=O)C)OC(=O)C)OC(=O)CCCCCCCCCC[C@@H](OC(=O)C)CCCCCC	
NCGC00254594-01,0,c1(ccccc1)C(=O)CC(=O)c1ccccc1	
NCGC00254944-01,1,C1(CCCCC1)(C(=O)Nc1c(c(c(cc1)O)Cl)Cl)C	
NCGC00247680-01,0,C(=O)(C([C@@H](CN1CCOCC1)C)(c1ccccc1)c1ccccc1)N1CCCC1.C(=O)([C@@H]([C@H](C(=O)O)O)O)O	
NCGC00255790-01,0,c1c(c2c([nH]1)cccc2)CC(=O)C(=O)O	
NCGC00247351-03,0,[C@@]12(c3c(C[C@H]([C@@H]1C)N(CC2)CC=C(C)C)ccc(c3)O)C.C(=O)(O)CCC(=O)O	
NCGC00256633-01,0,C(=O)(c1ccccc1)OCCc1ccccc1	
NCGC00254931-01,0,C(=O)(OCCCC)[C@@H](C)Oc1ccc(cc1)Oc1c(cc(cc1)C#N)F	
NCGC00254465-01,0,C(CC(=O)OCCCCCC)(CC(=O)OCCCCCC)(C(=O)OCCCCCC)OC(=O)CCC	
NCGC00254374-01,0,C(CCCCCOC(=O)c1ccccc1)OC(=O)c1ccccc1	
NCGC00255006-01,0,C(=O)([C@H](CCCC)CC)OCCOCCOCCOCCOC(=O)[C@H](CCCC)CC	
NCGC00255976-01,0,C1(=O)CCC(CC1)C(C)(C)C	
NCGC00258243-01,1,[C@]12([C@H]([C@@H]3CCC4=CC(=O)CC[C@@]4([C@H]3CC1)C)CC[C@@H]2O)C	
NCGC00255446-01,0,C(=O)c1ccc(cc1)F	
